12.11.;lv;Voldemārs Valdemārs Valdis
12.11.;lt;Dovydas Tautvaldė Artūras Aistis
12.11.;ee;Daaniel Taaniel Taano Tanel Tani Tanno
12.12.;lv;Otīlija Iveta
12.12.;lt;Gilmintas Vaingedė Žaneta Žana Joana Dagmara
12.12.;ee;Aivar Aiver Aivo
12.13.;lv;Lūcija Veldze
12.13.;lt;Kastytis Eiviltė Kastautas Odilija Liucija Otilija
12.13.;ee;Ele Ere Hele Loviise Lucia Luise Viise
12.14.;lv;Auseklis Gaisma
12.14.;lt;Kintvilė Tarvainas Fortunatas Alfredas
12.14.;ee;Eho Hengo Hingo
12.15.;lv;Johanna Hanna Jana
12.15.;lt;Kristijona Gaudenė Ona Nina Kristijonas Justas Gaudenis
12.15.;ee;Kalli Kelli Killu Kulla
12.16.;lv;Alvīne
12.16.;lt;Alina Algina Audronė Vygaudas Adas Albina
12.16.;ee;Aade Aale Adeele Adelheid Aliide Ethel Haide Liide Teele
12.17.;lv;Hilda Teiksma
12.17.;lt;Jolanta Drovydė Mantgailas Olimpija
12.17.;ee;Rahel Raili
12.18.;lv;Kristaps Kristofers Krists Klinta Kristers
12.18.;lt;Gracijus Gracijonas Girdvilas Eivilė
12.18.;ee;Neeme Neemo
12.19.;lv;Lelde Sarmis
12.19.;lt;Darijus Urbonas Gerdvilas Rimantė Rufas
12.19.;ee;Maarius Mairo Mario
12.20.;lv;Arta Minjona
12.20.;lt;Teofilis Gražvilė Daugardas Dominykas
12.20.;ee;Pärja Pärje
12.21.;lv;Toms Tomass Saulcerīte
12.21.;lt;Norgaudė Tomas Girenė
12.21.;ee;Tom Tommi Toom Toomas
12.22.;lv;Saulvedis Saule
12.22.;lt;Ana Aneta Anna Zenonas Dovilė Gedvydas Rimbertas Ksavera
12.22.;ee;Vambo Vambola
12.23.;lv;Viktorija Balva
12.23.;lt;Viktorija Vilbutas Mina Veliuona
12.23.;ee;Eugenia Senna Senni
12.24.;lv;Ādams Ieva
12.24.;lt;Ieva Irmina Girstautas Adomas Minvydė Irma Adelė
12.24.;ee;Aadam Eeva Eevi Eva Eve Eveli Evelin Evi Iivi Ivi Ivika Tammo Tamur
12.25.;lv;Stella Larisa
12.25.;lt;Genė Anastazija Gražvydas Nastė Eugenija Sanrimė
12.25.;ee;Natalie Neida Taale Taali
12.26.;lv;Dainuvīte Gija Megija
12.26.;lt;Gaudvilas Gindvilė Steponas Gaudilė
12.26.;ee;Sten Taban Tahvo Teho Tehvan Tehvo
12.27.;lv;Elmārs Inita Helmārs
12.27.;lt;Gedvinė Dautartas Fabijolė
12.27.;ee;Sula Sulve Sulvi
12.28.;lv;Inga Ivita Irvita Ingeborga
12.28.;lt;Kamilė Ema Vaidilutė Kantvilas Ingeborga Irvita Ivita Inga
12.28.;ee;Piia Piiu
12.29.;lv;Solveiga Ilgona
12.29.;lt;Teofilė Gaja Gentvainas Tomas
12.29.;ee;Merili Merle Merli Mirle
12.30.;lv;Dāvids Dāvis Dāniels Daniela Daniels
12.30.;lt;Irmina Sabina Margarita Sabinas Dovydas Gražvilas
12.30.;ee;Taave Taavet Taavi Taavo Tavo
12.31.;lv;Silvestrs Silvis Kalvis
12.31.;lt;Mingailė Gedgantas Melanija Silvestras
12.31.;ee;Silvar Silver Silvester Silvo
